醫事機構代碼,成人口罩剩餘數,兒童口罩剩餘數,來源資料時間
5903240170,616,2047,2020/03/08 17:03:42
5903240198,1202,1089,2020/03/08 17:03:42
5903240205,1,1368,2020/03/08 17:03:42
5903240278,0,852,2020/03/08 17:03:42
5903240287,575,1696,2020/03/08 17:03:42
5903240330,1582,2564,2020/03/08 17:03:42
5903240358,784,1954,2020/03/08 17:03:42
5903240367,399,1645,2020/03/08 17:03:42
5903240376,426,1379,2020/03/08 17:03:42
5903240385,0,1363,2020/03/08 17:03:42
5903240394,415,1345,2020/03/08 17:03:42
5903240410,0,1471,2020/03/08 17:03:42
5903240429,1,1055,2020/03/08 17:03:42
5903250041,61,276,2020/03/08 17:03:42
5903250069,8,852,2020/03/08 17:03:42
5903250103,1,1389,2020/03/08 17:03:42
5903250112,0,1571,2020/03/08 17:03:42
5903250176,0,1042,2020/03/08 17:03:42
5903250194,2,733,2020/03/08 17:03:42
5903250210,0,1364,2020/03/08 17:03:42
5903250274,0,869,2020/03/08 17:03:42
5903250292,852,1048,2020/03/08 17:03:42
5903250309,0,1650,2020/03/08 17:03:42
5903250381,171,1631,2020/03/08 17:03:42
5903250425,466,1019,2020/03/08 17:03:42
5903250434,51,2154,2020/03/08 17:03:42
5903250443,205,1271,2020/03/08 17:03:42
5903250489,0,649,2020/03/08 17:03:42
5903250498,0,2020,2020/03/08 17:03:42
5903250505,10,1146,2020/03/08 17:03:42
5903250514,0,1183,2020/03/08 17:03:42
5903260163,0,1765,2020/03/08 17:03:42
5903260270,1,932,2020/03/08 17:03:42
5903260314,575,2089,2020/03/08 17:03:42
5903260332,0,1690,2020/03/08 17:03:42
5903260341,0,1582,2020/03/08 17:03:42
5903260350,0,840,2020/03/08 17:03:42
5903260387,824,2126,2020/03/08 17:03:42
5903260421,776,1987,2020/03/08 17:03:42
5903260449,1029,2060,2020/03/08 17:03:42
5903260476,0,1818,2020/03/08 17:03:42
5903260501,2,1670,2020/03/08 17:03:42
5903260529,213,1170,2020/03/08 17:03:42
5903260547,3,1471,2020/03/08 17:03:42
5903260592,0,260,2020/03/08 17:03:42
5903260618,0,2259,2020/03/08 17:03:42
5903260627,0,1411,2020/03/08 17:03:42
5903260636,0,1386,2020/03/08 17:03:42
5903260654,843,1932,2020/03/08 17:03:42
5903260663,0,2372,2020/03/08 17:03:42
5903260681,0,2310,2020/03/08 17:03:42
5903260707,1269,1750,2020/03/08 17:03:42
5903260734,0,1513,2020/03/08 17:03:42
5903260743,1441,1857,2020/03/08 17:03:42
5903260752,396,1289,2020/03/08 17:03:42
5903260761,2,1327,2020/03/08 17:03:42
5903260770,0,2008,2020/03/08 17:03:42
5903260789,0,1104,2020/03/08 17:03:42
5903260798,582,2327,2020/03/08 17:03:42
5903260805,1336,1121,2020/03/08 17:03:42
5903270025,1,1788,2020/03/08 17:03:42
5903270061,132,1553,2020/03/08 17:03:42
5903270089,2,1531,2020/03/08 17:03:42
5903270105,1050,2209,2020/03/08 17:03:42
5903270230,564,1486,2020/03/08 17:03:42
5903270258,675,513,2020/03/08 17:03:42
5903270301,45,1674,2020/03/08 17:03:42
5903270310,30,911,2020/03/08 17:03:42
5903270347,1,359,2020/03/08 17:03:42
5903270365,12,885,2020/03/08 17:03:42
5903270374,0,787,2020/03/08 17:03:42
5903270383,3,1082,2020/03/08 17:03:42
5903270392,2,1354,2020/03/08 17:03:42
5903270409,0,1029,2020/03/08 17:03:42
5903270516,0,669,2020/03/08 17:03:42
5903270552,0,955,2020/03/08 17:03:42
5903270570,0,2007,2020/03/08 17:03:42
5903270598,1527,2546,2020/03/08 17:03:42
5903270605,1328,1906,2020/03/08 17:03:42
5903270650,0,1655,2020/03/08 17:03:42
5903270678,2,1767,2020/03/08 17:03:42
5903270712,747,2113,2020/03/08 17:03:42
5903270721,748,1441,2020/03/08 17:03:42
5903270730,781,1724,2020/03/08 17:03:42
5903270749,0,1546,2020/03/08 17:03:42
5903270801,240,1340,2020/03/08 17:03:42
5903270810,0,680,2020/03/08 17:03:42
5903270829,107,1797,2020/03/08 17:03:42
5903270838,1,217,2020/03/08 17:03:42
5903270847,3,713,2020/03/08 17:03:42
5903270865,0,1217,2020/03/08 17:03:42
5903270874,1221,2083,2020/03/08 17:03:42
5903270883,0,738,2020/03/08 17:03:42
5903270892,0,1255,2020/03/08 17:03:42
5903270909,0,1779,2020/03/08 17:03:42
5903270918,141,1531,2020/03/08 17:03:42
5903270927,689,2275,2020/03/08 17:03:42
5903270936,494,1843,2020/03/08 17:03:42
5903270963,2,955,2020/03/08 17:03:42
5903271004,0,1715,2020/03/08 17:03:42
5903271022,1172,1878,2020/03/08 17:03:42
5903271031,1,403,2020/03/08 17:03:42
5903271040,0,2449,2020/03/08 17:03:42
5903271059,0,1480,2020/03/08 17:03:42
5903271068,1838,994,2020/03/08 17:03:42
5903271077,53,1171,2020/03/08 17:03:42
5903271086,0,743,2020/03/08 17:03:42
5903271102,1,1316,2020/03/08 17:03:42
5903280067,31,1758,2020/03/08 17:03:42
5903280101,77,1286,2020/03/08 17:03:42
5903280165,655,1540,2020/03/08 17:03:42
5903280245,310,0,2020/03/08 17:03:42
5903280325,0,610,2020/03/08 17:03:42
5903280334,0,4,2020/03/08 17:03:42
5903280361,1,822,2020/03/08 17:03:42
5903280398,18,1892,2020/03/08 17:03:42
5903280450,0,608,2020/03/08 17:03:42
5903280487,1234,2197,2020/03/08 17:03:42
5903280521,0,881,2020/03/08 17:03:42
5903280549,399,335,2020/03/08 17:03:42
5903280567,0,1270,2020/03/08 17:03:42
5903280576,0,1549,2020/03/08 17:03:42
5903280585,390,1841,2020/03/08 17:03:42
5903280594,22,1368,2020/03/08 17:03:42
5903280601,372,1312,2020/03/08 17:03:42
5903280638,217,1350,2020/03/08 17:03:42
5903280647,1,947,2020/03/08 17:03:42
5903280656,88,1381,2020/03/08 17:03:42
5903280665,0,230,2020/03/08 17:03:42
5903280683,1,679,2020/03/08 17:03:42
5903280692,83,1721,2020/03/08 17:03:42
5903280718,1507,1896,2020/03/08 17:03:42
5903280727,760,1676,2020/03/08 17:03:42
5903280736,224,1609,2020/03/08 17:03:42
5903280745,1240,1545,2020/03/08 17:03:42
5903280754,90,186,2020/03/08 17:03:42
5903280763,216,945,2020/03/08 17:03:42
5903280781,0,1197,2020/03/08 17:03:42
5903280790,0,51,2020/03/08 17:03:42
5903290045,0,1031,2020/03/08 17:03:42
5903290063,6,1868,2020/03/08 17:03:42
5903290090,1381,1774,2020/03/08 17:03:42
5903290125,79,1280,2020/03/08 17:03:42
5903290198,0,934,2020/03/08 17:03:42
5903290232,2,486,2020/03/08 17:03:42
5903290312,414,1914,2020/03/08 17:03:42
5903290385,166,1371,2020/03/08 17:03:42
5903290394,212,1775,2020/03/08 17:03:42
5903290456,213,2321,2020/03/08 17:03:42
5903290483,1,2252,2020/03/08 17:03:42
5903290518,0,579,2020/03/08 17:03:42
5903290572,0,1260,2020/03/08 17:03:42
5903290607,484,954,2020/03/08 17:03:42
5903290625,291,1513,2020/03/08 17:03:42
5903290661,197,1983,2020/03/08 17:03:42
5903290689,61,0,2020/03/08 17:03:42
5903290714,65,1281,2020/03/08 17:03:42
5903290723,472,2585,2020/03/08 17:03:42
5903290732,284,910,2020/03/08 17:03:42
5903290750,28,1047,2020/03/08 17:03:42
5903290778,759,1740,2020/03/08 17:03:42
5903290787,301,250,2020/03/08 17:03:42
5903290796,1002,605,2020/03/08 17:03:42
5903290803,0,702,2020/03/08 17:03:42
5903290821,0,1473,2020/03/08 17:03:42
5903290830,9,1077,2020/03/08 17:03:42
5903290849,0,1386,2020/03/08 17:03:42
5903290867,0,3,2020/03/08 17:03:42
5903290876,989,1443,2020/03/08 17:03:42
5903290885,1,1222,2020/03/08 17:03:42
5903290894,0,550,2020/03/08 17:03:42
5903290901,0,492,2020/03/08 17:03:42
5903290929,0,1030,2020/03/08 17:03:42
5903290938,0,2601,2020/03/08 17:03:42
5903290947,20,2130,2020/03/08 17:03:42
5903290956,0,663,2020/03/08 17:03:42
5903290965,1183,833,2020/03/08 17:03:42
5903290974,1,1649,2020/03/08 17:03:42
5903290983,0,877,2020/03/08 17:03:42
5905010018,705,1640,2020/03/08 17:03:42
5905010027,1,2454,2020/03/08 17:03:42
5905010036,0,267,2020/03/08 17:03:42
5905010045,3470,1823,2020/03/08 17:03:42
5905010063,910,1286,2020/03/08 17:03:42
5905010072,1,2481,2020/03/08 17:03:42
5905010090,973,1970,2020/03/08 17:03:42
5905010107,1950,1960,2020/03/08 17:03:42
5905010116,327,1560,2020/03/08 17:03:42
5905010125,0,824,2020/03/08 17:03:42
5905010134,455,1517,2020/03/08 17:03:42
5905010152,1725,2437,2020/03/08 17:03:42
5905010161,1623,1281,2020/03/08 17:03:42
5905010189,2841,464,2020/03/08 17:03:42
5905010214,37,1681,2020/03/08 17:03:42
5905020014,1,1317,2020/03/08 17:03:42
5905030010,2,2139,2020/03/08 17:03:42
5905030038,506,1727,2020/03/08 17:03:42
5905030047,1471,1432,2020/03/08 17:03:42
5905030065,15,956,2020/03/08 17:03:42
5905030074,2874,2242,2020/03/08 17:03:42
5905040070,4413,1997,2020/03/08 17:03:42
5905040089,0,458,2020/03/08 17:03:42
5905040105,1705,1633,2020/03/08 17:03:42
5905040114,1200,1920,2020/03/08 17:03:42
5905040123,1,1,2020/03/08 17:03:42
5905040132,0,1252,2020/03/08 17:03:42
5905050012,2108,1893,2020/03/08 17:03:42
5905050058,14,1068,2020/03/08 17:03:42
5905050094,1,1345,2020/03/08 17:03:42
5905050156,1287,1300,2020/03/08 17:03:42
5905050165,12,1499,2020/03/08 17:03:42
5905050192,0,1293,2020/03/08 17:03:42
5905050209,600,870,2020/03/08 17:03:42
5905060054,0,1380,2020/03/08 17:03:42
5905060081,2,1099,2020/03/08 17:03:42
5905060090,1752,1960,2020/03/08 17:03:42
5905060107,0,1693,2020/03/08 17:03:42
5905060116,0,1639,2020/03/08 17:03:42
5905060125,1094,1927,2020/03/08 17:03:42
5905060134,1022,750,2020/03/08 17:03:42
5905060143,1335,1734,2020/03/08 17:03:42
5905060161,21,1682,2020/03/08 17:03:42
5905070069,1726,1854,2020/03/08 17:03:42
5905070078,2,4,2020/03/08 17:03:42
5905070096,1,971,2020/03/08 17:03:42
5905070103,89,1035,2020/03/08 17:03:42
5905070112,588,1010,2020/03/08 17:03:42
5905070121,0,1270,2020/03/08 17:03:42
5905080038,688,1474,2020/03/08 17:03:42
5905080047,401,1399,2020/03/08 17:03:42
5905090025,208,2138,2020/03/08 17:03:42
5905090034,320,1847,2020/03/08 17:03:42
5905100035,605,2143,2020/03/08 17:03:42
5905100062,678,1315,2020/03/08 17:03:42
5905120019,260,2079,2020/03/08 17:03:42
5905120055,1712,1904,2020/03/08 17:03:42
5905120073,3,1745,2020/03/08 17:03:42
5905120082,160,1216,2020/03/08 17:03:42
5905130024,0,342,2020/03/08 17:03:42
5905130033,0,1104,2020/03/08 17:03:42
5905130042,0,922,2020/03/08 17:03:42
5905140011,2,1478,2020/03/08 17:03:42
5905140039,0,994,2020/03/08 17:03:42
5905170019,2047,1817,2020/03/08 17:03:42
5905170037,217,1896,2020/03/08 17:03:42
5905180042,150,1858,2020/03/08 17:03:42
5905200012,411,2132,2020/03/08 17:03:42
5905200030,4,556,2020/03/08 17:03:42
5905200058,2,895,2020/03/08 17:03:42
5905200067,28,961,2020/03/08 17:03:42
5905200085,0,1375,2020/03/08 17:03:42
5905210027,0,10,2020/03/08 17:03:42
5905210036,0,381,2020/03/08 17:03:42
5905270041,0,996,2020/03/08 17:03:42
5905270087,0,1890,2020/03/08 17:03:42
5905270112,1831,2436,2020/03/08 17:03:42
5905270121,798,1423,2020/03/08 17:03:42
5905270149,2565,2169,2020/03/08 17:03:42
5905270158,562,1822,2020/03/08 17:03:42
5905270167,2,1460,2020/03/08 17:03:42
5905270176,679,1860,2020/03/08 17:03:42
5905270185,1414,1603,2020/03/08 17:03:42
5905280010,821,1758,2020/03/08 17:03:42
5905280038,3,610,2020/03/08 17:03:42
5905280047,1,1797,2020/03/08 17:03:42
5905280065,2027,1814,2020/03/08 17:03:42
5905280092,0,990,2020/03/08 17:03:42
5905280109,0,313,2020/03/08 17:03:42
5905280118,0,1299,2020/03/08 17:03:42
5905280127,54,1015,2020/03/08 17:03:42
5905280136,3,1602,2020/03/08 17:03:42
5905290025,0,674,2020/03/08 17:03:42
5905310031,186,1797,2020/03/08 17:03:42
5905310068,999,1955,2020/03/08 17:03:42
5905310157,1416,1995,2020/03/08 17:03:42
5905310184,1,1509,2020/03/08 17:03:42
5905310237,106,421,2020/03/08 17:03:42
5905310255,244,1506,2020/03/08 17:03:42
5905310264,0,1660,2020/03/08 17:03:42
5905310273,3,587,2020/03/08 17:03:42
5905310291,0,1624,2020/03/08 17:03:42
5905310308,78,820,2020/03/08 17:03:42
5905310326,0,395,2020/03/08 17:03:42
5905310344,2,642,2020/03/08 17:03:42
5905310353,6,1769,2020/03/08 17:03:42
5905310531,0,1440,2020/03/08 17:03:42
5905310540,0,1277,2020/03/08 17:03:42
5905310559,1188,1860,2020/03/08 17:03:42
5905310568,0,1255,2020/03/08 17:03:42
5905310620,0,1115,2020/03/08 17:03:42
5905310639,299,56,2020/03/08 17:03:42
5905310657,465,1966,2020/03/08 17:03:42
5905310693,714,1754,2020/03/08 17:03:42
5905310746,1625,2381,2020/03/08 17:03:42
5905310755,0,2070,2020/03/08 17:03:42
5905310773,3639,1537,2020/03/08 17:03:42
5905310791,2021,2415,2020/03/08 17:03:42
5905310817,4,32,2020/03/08 17:03:42
5905310826,900,2090,2020/03/08 17:03:42
5905310835,2023,2108,2020/03/08 17:03:42
5905310853,0,1518,2020/03/08 17:03:42
5905310871,1366,1542,2020/03/08 17:03:42
5905310880,0,392,2020/03/08 17:03:42
5905310915,950,1549,2020/03/08 17:03:42
5905310924,1437,1735,2020/03/08 17:03:42
5905310933,0,430,2020/03/08 17:03:42
5905310942,613,531,2020/03/08 17:03:42
5905310951,2004,1701,2020/03/08 17:03:42
5905310979,0,1170,2020/03/08 17:03:42
5905310988,1125,1515,2020/03/08 17:03:42
5905310997,1695,1961,2020/03/08 17:03:42
5905311001,0,1835,2020/03/08 17:03:42
5905311010,300,1047,2020/03/08 17:03:42
5905311038,387,2291,2020/03/08 17:03:42
5905320019,0,1170,2020/03/08 17:03:42
5905320082,2052,1809,2020/03/08 17:03:42
5905320091,0,253,2020/03/08 17:03:42
5905320135,8,1120,2020/03/08 17:03:42
5905320180,715,2246,2020/03/08 17:03:42
5905320260,0,469,2020/03/08 17:03:42
5905320279,0,1324,2020/03/08 17:03:42
5905320331,0,665,2020/03/08 17:03:42
5905320368,1403,2253,2020/03/08 17:03:42
5905320386,12,0,2020/03/08 17:03:42
5905320420,40,1110,2020/03/08 17:03:42
5905320448,1092,1769,2020/03/08 17:03:42
5905320466,1224,1943,2020/03/08 17:03:42
5905320475,0,1548,2020/03/08 17:03:42
5905320484,429,2048,2020/03/08 17:03:42
5905320519,1086,2070,2020/03/08 17:03:42
5905320537,0,1817,2020/03/08 17:03:42
5905320546,0,2005,2020/03/08 17:03:42
5905320555,5,1014,2020/03/08 17:03:42
5905320564,361,2245,2020/03/08 17:03:42
5905320582,0,1205,2020/03/08 17:03:42
5905320608,5,2321,2020/03/08 17:03:42
5905320626,1038,1370,2020/03/08 17:03:42
5905320635,6,1674,2020/03/08 17:03:42
5905320644,1080,1790,2020/03/08 17:03:42
5905320653,9,1321,2020/03/08 17:03:42
5905320662,1191,1456,2020/03/08 17:03:42
5905320680,2759,2238,2020/03/08 17:03:42
5905320699,6,1085,2020/03/08 17:03:42
5905320706,636,2226,2020/03/08 17:03:42
5905320715,393,1299,2020/03/08 17:03:42
5905320724,2332,1793,2020/03/08 17:03:42
5905320733,175,1911,2020/03/08 17:03:42
5905320742,1633,755,2020/03/08 17:03:42
5905330024,0,1573,2020/03/08 17:03:42
5905330097,0,1903,2020/03/08 17:03:42
5905330113,1287,2213,2020/03/08 17:03:42
5905330140,1087,2114,2020/03/08 17:03:42
5905330159,0,1450,2020/03/08 17:03:42
5905330168,0,810,2020/03/08 17:03:42
5905330186,0,180,2020/03/08 17:03:42
5905330220,0,728,2020/03/08 17:03:42
5905330239,2,1577,2020/03/08 17:03:42
5905330275,7,2103,2020/03/08 17:03:42
5905330284,4,1559,2020/03/08 17:03:42
5905330300,2072,2124,2020/03/08 17:03:42
5905330337,6,1135,2020/03/08 17:03:42
5905330346,1,1664,2020/03/08 17:03:42
5905330355,0,426,2020/03/08 17:03:42
5905340011,743,1731,2020/03/08 17:03:42
5905340020,1892,2575,2020/03/08 17:03:42
5905340057,1861,2051,2020/03/08 17:03:42
5905340075,164,2519,2020/03/08 17:03:42
5905340137,583,2188,2020/03/08 17:03:42
5905340155,0,1690,2020/03/08 17:03:42
5905340164,1,1833,2020/03/08 17:03:42
5905340173,618,1887,2020/03/08 17:03:42
5905340226,0,1957,2020/03/08 17:03:42
5905340235,0,519,2020/03/08 17:03:42
5905340253,50,2451,2020/03/08 17:03:42
5905340262,985,2508,2020/03/08 17:03:42
5905350017,1016,1907,2020/03/08 17:03:42
5905350026,0,1450,2020/03/08 17:03:42
5905350035,2,962,2020/03/08 17:03:42
5905350062,1216,1740,2020/03/08 17:03:42
5905350080,889,1877,2020/03/08 17:03:42
5905350099,319,239,2020/03/08 17:03:42
5905350133,45,1254,2020/03/08 17:03:42
5905350142,1035,2291,2020/03/08 17:03:42
5905350151,0,1900,2020/03/08 17:03:42
5905350179,406,1155,2020/03/08 17:03:42
5905350231,360,1966,2020/03/08 17:03:42
5905350240,526,1941,2020/03/08 17:03:42
5905350259,0,45,2020/03/08 17:03:42
5905350268,0,24,2020/03/08 17:03:42
5905350302,1609,2096,2020/03/08 17:03:42
5905350311,1800,1720,2020/03/08 17:03:42
5905350339,1292,1585,2020/03/08 17:03:42
5905350348,0,936,2020/03/08 17:03:42
5905350366,1,1845,2020/03/08 17:03:42
5905350384,0,1468,2020/03/08 17:03:42
5905350393,6,1,2020/03/08 17:03:42
5905350428,0,1299,2020/03/08 17:03:42
5905350446,689,2391,2020/03/08 17:03:42
5905350455,2,173,2020/03/08 17:03:42
5905350464,1421,1510,2020/03/08 17:03:42
5905350473,238,65,2020/03/08 17:03:42
5905350482,0,1886,2020/03/08 17:03:42
5905370064,2,701,2020/03/08 17:03:42
5905370135,0,602,2020/03/08 17:03:42
5905370144,1,511,2020/03/08 17:03:42
5905370180,2,0,2020/03/08 17:03:42
5905370206,209,1284,2020/03/08 17:03:42
5905370215,0,1406,2020/03/08 17:03:42
5905370224,0,1883,2020/03/08 17:03:42
5905370233,0,541,2020/03/08 17:03:42
5905370260,0,1319,2020/03/08 17:03:42
5905370279,555,1195,2020/03/08 17:03:42
5905370297,2,113,2020/03/08 17:03:42
5905370304,601,1383,2020/03/08 17:03:42
5905370322,0,1338,2020/03/08 17:03:42
5905370331,0,565,2020/03/08 17:03:42
5905370340,236,1865,2020/03/08 17:03:42
5905370359,0,2463,2020/03/08 17:03:42
5905380015,1357,2022,2020/03/08 17:03:42
5905380051,588,1109,2020/03/08 17:03:42
5905380097,569,1726,2020/03/08 17:03:42
5905380113,12,1511,2020/03/08 17:03:42
5905380122,214,2469,2020/03/08 17:03:42
5905380140,0,578,2020/03/08 17:03:42
5905380159,275,1509,2020/03/08 17:03:42
5905380168,1302,1627,2020/03/08 17:03:42
5905380177,115,1213,2020/03/08 17:03:42
5905380239,2741,1185,2020/03/08 17:03:42
5905380248,133,1861,2020/03/08 17:03:42
5905380266,0,432,2020/03/08 17:03:42
5907010043,52,0,2020/03/08 17:03:42
5907010098,2,1869,2020/03/08 17:03:42
5907010141,2,1648,2020/03/08 17:03:42
5907010150,0,2213,2020/03/08 17:03:42
5907010169,757,1736,2020/03/08 17:03:42
5907010178,505,1291,2020/03/08 17:03:42
5907010187,1,1893,2020/03/08 17:03:42
5907010203,1,785,2020/03/08 17:03:42
5907010212,19,43,2020/03/08 17:03:42
5907010267,30,2022,2020/03/08 17:03:42
5907010276,0,1209,2020/03/08 17:03:42
5907010285,1,2033,2020/03/08 17:03:42
5907010301,0,2204,2020/03/08 17:03:42
5907010365,20,1218,2020/03/08 17:03:42
5907010409,0,1292,2020/03/08 17:03:42
5907010427,0,2013,2020/03/08 17:03:42
5907010454,65,2082,2020/03/08 17:03:42
5907010525,0,2135,2020/03/08 17:03:42
5907010641,1091,1305,2020/03/08 17:03:42
5907010669,2084,2014,2020/03/08 17:03:42
5907010721,0,2455,2020/03/08 17:03:42
5907010730,3,2,2020/03/08 17:03:42
5907010810,15,1279,2020/03/08 17:03:42
5907010829,49,982,2020/03/08 17:03:42
5907010883,0,1124,2020/03/08 17:03:42
5907010927,2,1667,2020/03/08 17:03:42
5907010936,2708,2399,2020/03/08 17:03:42
5907010945,29,2230,2020/03/08 17:03:42
5907010963,2,912,2020/03/08 17:03:42
5907010981,39,2106,2020/03/08 17:03:42
5907011004,120,2201,2020/03/08 17:03:42
5907011040,0,769,2020/03/08 17:03:42
5907011068,60,27,2020/03/08 17:03:42
5907011086,129,2223,2020/03/08 17:03:42
5907011095,56,2333,2020/03/08 17:03:42
5907011102,0,1735,2020/03/08 17:03:42
5907011111,1,2348,2020/03/08 17:03:42
5907011139,1020,1344,2020/03/08 17:03:42
5907011148,1264,1710,2020/03/08 17:03:42
5907011166,0,1983,2020/03/08 17:03:42
5907011175,1275,2206,2020/03/08 17:03:42
5907011184,0,1360,2020/03/08 17:03:42
5907011193,27,789,2020/03/08 17:03:42
5907011200,0,20,2020/03/08 17:03:42
5907011219,0,1701,2020/03/08 17:03:42
5907011228,762,1664,2020/03/08 17:03:42
5907011237,290,730,2020/03/08 17:03:42
5907011264,13,1238,2020/03/08 17:03:42
5907011273,234,1627,2020/03/08 17:03:42
5907011291,62,1401,2020/03/08 17:03:42
5907011308,0,451,2020/03/08 17:03:42
5907020021,0,455,2020/03/08 17:03:42
5907030072,1082,1926,2020/03/08 17:03:42
5907030090,105,1048,2020/03/08 17:03:42
5907030107,3493,2069,2020/03/08 17:03:42
5907030116,2904,2564,2020/03/08 17:03:42
5907030125,3374,2238,2020/03/08 17:03:42
5907040014,0,1972,2020/03/08 17:03:42
5907040023,0,2063,2020/03/08 17:03:42
5907050010,0,970,2020/03/08 17:03:42
5907050029,0,81,2020/03/08 17:03:42
5907050056,1,1378,2020/03/08 17:03:42
5907050065,1,0,2020/03/08 17:03:42
5907050074,299,2212,2020/03/08 17:03:42
5907060043,0,1795,2020/03/08 17:03:42
5907060098,0,279,2020/03/08 17:03:42
5907060132,0,2016,2020/03/08 17:03:42
5907060178,1,2,2020/03/08 17:03:42
5907060187,168,436,2020/03/08 17:03:42
5907060212,878,1653,2020/03/08 17:03:42
5907060221,221,2090,2020/03/08 17:03:42
5907060230,282,1825,2020/03/08 17:03:42
5907070012,27,1157,2020/03/08 17:03:42
5907070021,0,2606,2020/03/08 17:03:42
5907080018,0,1775,2020/03/08 17:03:42
5907080081,0,616,2020/03/08 17:03:42
5907080125,0,949,2020/03/08 17:03:42
5907080134,130,1922,2020/03/08 17:03:42
5907080170,28,1202,2020/03/08 17:03:42
5907080189,9,1073,2020/03/08 17:03:42
5907080214,90,360,2020/03/08 17:03:42
5907080223,45,190,2020/03/08 17:03:42
5907080232,1285,1862,2020/03/08 17:03:42
5907080250,0,506,2020/03/08 17:03:42
5907080269,0,376,2020/03/08 17:03:42
5907080278,302,1429,2020/03/08 17:03:42
5907080296,0,909,2020/03/08 17:03:42
5907090032,1,1312,2020/03/08 17:03:42
5907090069,1,1,2020/03/08 17:03:42
5907090087,1,700,2020/03/08 17:03:42
5907090130,0,1977,2020/03/08 17:03:42
5907100088,464,2462,2020/03/08 17:03:42
5907110048,0,1821,2020/03/08 17:03:42
5907110066,9,389,2020/03/08 17:03:42
5907110075,1332,1470,2020/03/08 17:03:42
5907110093,0,43,2020/03/08 17:03:42
5907110146,0,2303,2020/03/08 17:03:42
5907110155,0,433,2020/03/08 17:03:42
5907120017,150,1080,2020/03/08 17:03:42
5907120026,0,920,2020/03/08 17:03:42
5907140019,0,968,2020/03/08 17:03:42
5907140108,2,66,2020/03/08 17:03:42
5907140117,4,1992,2020/03/08 17:03:42
5907140126,0,23,2020/03/08 17:03:42
5907150060,0,1609,2020/03/08 17:03:42
5907150097,2,3,2020/03/08 17:03:42
5907150122,0,774,2020/03/08 17:03:42
5907150177,1,99,2020/03/08 17:03:42
5907150202,2,135,2020/03/08 17:03:42
5907160020,1,270,2020/03/08 17:03:42
5907160039,0,860,2020/03/08 17:03:42
5907160048,1063,1947,2020/03/08 17:03:42
5907160066,0,1,2020/03/08 17:03:42
5907160075,1,8,2020/03/08 17:03:42
5907170035,0,517,2020/03/08 17:03:42
5907200010,0,703,2020/03/08 17:03:42
5907200038,0,1830,2020/03/08 17:03:42
5907200047,422,732,2020/03/08 17:03:42
5907200056,0,202,2020/03/08 17:03:42
5907200065,0,1359,2020/03/08 17:03:42
5907210016,372,1641,2020/03/08 17:03:42
5907210034,2024,1716,2020/03/08 17:03:42
5907230018,1008,2232,2020/03/08 17:03:42
5907240014,1441,1675,2020/03/08 17:03:42
5907280027,0,2101,2020/03/08 17:03:42
5907290050,2,3,2020/03/08 17:03:42
5907290103,10,2067,2020/03/08 17:03:42
5907290112,0,1792,2020/03/08 17:03:42
5907290121,262,1249,2020/03/08 17:03:42
5907290158,0,35,2020/03/08 17:03:42
5907290176,0,2086,2020/03/08 17:03:42
5907290201,58,2421,2020/03/08 17:03:42
5907290229,165,1400,2020/03/08 17:03:42
5907290238,0,4,2020/03/08 17:03:42
5907290265,460,814,2020/03/08 17:03:42
5907300024,0,1502,2020/03/08 17:03:42
5907300033,31,1766,2020/03/08 17:03:42
5907300042,3,516,2020/03/08 17:03:42
5907300088,32,745,2020/03/08 17:03:42
5907300104,0,1496,2020/03/08 17:03:42
5907300168,0,360,2020/03/08 17:03:42
5907300177,1,1985,2020/03/08 17:03:42
5907300211,947,1918,2020/03/08 17:03:42
5907300239,7,1288,2020/03/08 17:03:42
5907300300,752,1728,2020/03/08 17:03:42
5907300319,0,1660,2020/03/08 17:03:42
5907300337,2449,2193,2020/03/08 17:03:42
5907300346,117,2133,2020/03/08 17:03:42
5907300408,61,2331,2020/03/08 17:03:42
5907300417,107,2150,2020/03/08 17:03:42
5907300506,0,1730,2020/03/08 17:03:42
5907300515,0,1790,2020/03/08 17:03:42
5907300588,45,1426,2020/03/08 17:03:42
5907300613,0,1331,2020/03/08 17:03:42
5907300631,961,1694,2020/03/08 17:03:42
5907300659,950,2255,2020/03/08 17:03:42
5907300668,1655,2108,2020/03/08 17:03:42
5907300677,54,2203,2020/03/08 17:03:42
5907300686,1801,2404,2020/03/08 17:03:42
5907300702,355,2164,2020/03/08 17:03:42
5907300711,752,1863,2020/03/08 17:03:42
5907300739,0,208,2020/03/08 17:03:42
5907300748,2,2239,2020/03/08 17:03:42
5907300757,0,1011,2020/03/08 17:03:42
5907300766,0,214,2020/03/08 17:03:42
5907300775,1124,1904,2020/03/08 17:03:42
5907300784,11,1368,2020/03/08 17:03:42
5907300793,582,1863,2020/03/08 17:03:42
5907300800,0,1510,2020/03/08 17:03:42
5907300819,35,1898,2020/03/08 17:03:42
5907300837,1227,2609,2020/03/08 17:03:42
5907300855,0,1835,2020/03/08 17:03:42
5907300882,1661,2122,2020/03/08 17:03:42
5907300891,2,775,2020/03/08 17:03:42
5907300908,0,1175,2020/03/08 17:03:42
5907310020,0,689,2020/03/08 17:03:42
5907310048,0,1923,2020/03/08 17:03:42
5907310137,469,1714,2020/03/08 17:03:42
5907310173,1,1706,2020/03/08 17:03:42
5907310217,2,0,2020/03/08 17:03:42
